,sheetname,Eff_A,Eff_B,Eff_C,maxEfficiency,rampRate,minRange,cost_install,cost_OM_fix,cost_OM_var,co2CaptureEff,solarCapacity_MW,battSize_MW,demand_MWh,solar_MWh,powerOutput_MWh,heatInput_MWh,solarUsed_MWh,loadShed_MWh,gridUsed_MWh,fuelCost_dollars,LCOE,efficiency_pct,emissions_tons,deficit_max,deficit_min,deficit_pct_time,deficit_pct_energy,solarCurtail_pct,loadShed_pct_energy,loadShed_pct_time,emissions_hr00,emissions_hr01,emissions_hr02,emissions_hr03,emissions_hr04,emissions_hr05,emissions_hr06,emissions_hr07,emissions_hr08,emissions_hr09,emissions_hr10,emissions_hr11,emissions_hr12,emissions_hr13,emissions_hr14,emissions_hr15,emissions_hr16,emissions_hr17,emissions_hr18,emissions_hr19,emissions_hr20,emissions_hr21,emissions_hr22,emissions_hr23,costs_hr00,costs_hr01,costs_hr02,costs_hr03,costs_hr04,costs_hr05,costs_hr06,costs_hr07,costs_hr08,costs_hr09,costs_hr10,costs_hr11,costs_hr12,costs_hr13,costs_hr14,costs_hr15,costs_hr16,costs_hr17,costs_hr18,costs_hr19,costs_hr20,costs_hr21,costs_hr22,costs_hr23,demand_hr00,demand_hr01,demand_hr02,demand_hr03,demand_hr04,demand_hr05,demand_hr06,demand_hr07,demand_hr08,demand_hr09,demand_hr10,demand_hr11,demand_hr12,demand_hr13,demand_hr14,demand_hr15,demand_hr16,demand_hr17,demand_hr18,demand_hr19,demand_hr20,demand_hr21,demand_hr22,demand_hr23
708,OCGT,-0.0109316424074,2.03335332432,5.43874824389,34.5205258917,52.7368948757,35.5762918326,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,241339.810822,846771.48543,50870.0450384,0.0,0.0,8958842.31585,0.0769238184515,28.5011735722,152418.867377,0.000865399600912,-0.000999973263319,0.0,0.0,8.81632619517,0.0,0.0,6531.70525682,6496.9746568,6433.89075086,6435.38493364,6455.18280372,6576.59489436,6729.43453753,6675.94761986,6355.63620566,6026.20929533,5858.4327823,5787.49064401,5752.85029122,5757.12619565,5806.75605437,5872.16591893,6031.42268817,6218.02602152,6481.63230472,6780.85961348,6955.63980844,6933.85127168,6801.27686366,6664.37596466,383919.120095,381877.732605,378169.800801,378257.625544,379421.300352,386557.633235,395541.207817,392397.365656,373570.172533,354207.190803,344345.660204,340175.838964,338139.756006,338391.084166,341308.216973,345152.863457,354513.622449,365481.75171,380975.943244,398563.859503,408837.050963,407556.369191,399763.940097,391717.209478,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
709,OCGT,-0.0109316424074,2.03335332432,5.43874824389,35.1280718315,71.0389306366,47.793492391,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,249844.584227,842427.014028,42696.3606598,0.0,0.0,8912877.80842,0.0768699044135,29.657712783,151636.862525,0.000997269457756,-0.000999894007609,0.0,0.0,23.4675137379,0.0,0.0,6403.67480855,6376.9419883,6318.68805471,6320.64461707,6339.97784838,6457.244384,6604.92544807,6562.71279584,6343.36477858,6167.34483535,6081.06566438,6045.33338469,6022.51502085,6029.08062952,6055.13360757,6070.74790113,6119.24507563,6201.10873988,6300.47282465,6436.23174485,6592.06620042,6663.85327329,6610.19391448,6514.2949849,376393.774858,374822.47909,371398.442327,371513.444714,372649.809088,379542.475459,388222.840226,385741.674333,372848.885319,362502.824211,357431.526273,355331.262278,353990.049559,354375.961446,355907.2976,356825.071078,359675.627223,364487.391488,370327.791582,378307.399225,387467.002225,391686.486841,388532.508974,382895.783001,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
710,OCGT,-0.0109316424074,2.03335332432,5.43874824389,38.3366505966,39.8164241811,27.2365282684,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,237819.382202,758576.901673,54109.8041204,0.0,0.0,8025743.6197,0.0737090203986,31.3507281433,136543.842301,0.000945108586315,-0.000999441503815,0.0,0.0,3.00911420785,0.0,0.0,5885.22766418,5853.53524904,5796.4616239,5797.72175439,5815.56123281,5926.09543173,6063.91520796,6011.52152014,5701.75013005,5332.50969288,5126.70213307,5035.54115556,4995.25066542,5006.47840218,5067.73725106,5166.82135039,5382.12176845,5663.79818678,5984.72358057,6227.24442443,6311.60954185,6255.12478813,6130.55620782,6005.83333837,345920.603817,344057.794083,340703.133227,340777.200897,341825.765795,348322.720376,356423.460556,353343.876017,335136.202089,313433.069726,301336.158711,295977.919032,293609.733556,294269.674973,297870.333979,303694.277151,316349.157279,332905.4712,351768.75268,366023.588947,370982.383071,367662.334769,360340.470437,353009.537333,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
711,OCGT,-0.0109316424074,2.03335332432,5.43874824389,36.8132396134,74.3314454976,40.373047892,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,244138.239486,797158.282156,48219.0784261,0.0,0.0,8433934.62521,0.0751728737717,30.6260682415,143488.490788,0.000987747181291,-0.00099972503218,0.0,0.0,13.5681378883,0.0,0.0,6123.13425147,6090.93397113,6031.93567103,6033.26140597,6052.37175639,6167.82314001,6311.11081293,6261.82629536,5985.6896769,5728.09506356,5598.93058464,5546.40438545,5515.89783627,5523.79881377,5559.17680213,5595.57291351,5710.9598316,5830.67553623,6020.65282272,6256.75090828,6449.53458268,6476.81617834,6370.90993747,6246.22761027,359904.224337,358011.563414,354543.774442,354621.698196,355744.962125,362530.937896,370953.068894,368056.234472,351825.537676,336684.698736,329092.697697,326005.324434,324212.217265,324676.619165,326756.058703,328895.34125,335677.52788,342714.150963,353880.593691,367757.914498,379089.310471,380692.862038,374467.928547,367139.378426,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
712,OCGT,-0.0109316424074,2.03335332432,5.43874824389,40.3792337732,39.8374984992,42.9080921281,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,245886.946803,728581.871396,46540.3345802,0.0,0.0,7708396.19937,0.0727271737872,33.748705047,131144.736851,0.000937918138725,-0.000999981042121,0.0,0.0,16.5772571279,0.0,0.0,5582.12009793,5552.89011212,5499.14897058,5500.28988156,5516.73721053,5619.02192539,5748.20086037,5705.88786966,5473.09034412,5266.40543845,5162.96309354,5120.65462304,5095.50000648,5102.90395583,5131.21603515,5159.11870755,5240.80926479,5337.31779753,5468.6568669,5661.55273738,5830.92775998,5876.18237994,5800.00951324,5693.1313993,328104.614645,326386.541035,323227.75616,323294.816372,324261.553819,330273.622059,337866.472793,335379.409228,321696.088004,309547.608549,303467.497387,300980.69951,299502.167048,299937.354737,301601.475844,303241.532922,308043.122341,313715.679433,321435.498066,332773.488675,342728.976114,345388.94211,340911.670278,334629.612248,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
713,OCGT,-0.0109316424074,2.03335332432,5.43874824389,36.9052508928,40.1843528729,43.6730913056,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,246451.244347,797816.392766,45995.9180603,0.0,0.0,8440897.43547,0.0752243849003,30.8907220486,143606.950698,0.000998487493746,-0.000999839117981,0.0,0.0,17.5531143013,0.0,0.0,6108.62721837,6076.7891768,6018.00715335,6019.25710348,6037.2526669,6149.16569558,6290.50456411,6243.68045941,5993.17016167,5776.94176137,5668.76937294,5624.83034183,5598.06603665,5605.80978727,5634.61478505,5658.0375367,5741.46118766,5846.94365151,5978.65012341,6181.01171774,6365.17451836,6418.96797959,6342.21275489,6229.00494333,359051.533169,357180.163836,353725.087125,353798.556416,354856.295643,361434.294773,369741.879379,366989.662558,352265.223947,339555.799085,333197.666476,330615.02787,329041.881488,329497.041941,331190.135699,332566.872991,337470.329808,343670.354627,351411.768365,363306.133187,374130.813357,377292.673467,372781.171926,366127.068336,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
714,OCGT,-0.0109316424074,2.03335332432,5.43874824389,35.8170750925,67.0738536563,43.5298921191,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,246345.304361,821930.918378,46097.9954126,0.0,0.0,8696029.11644,0.0760905280489,29.9715339638,147947.565308,0.00052811868526,-0.000999844201022,0.0,0.0,17.3701424171,0.0,0.0,6294.02831693,6261.18265808,6200.60961027,6201.8969999,6220.43928853,6335.75240152,6481.38535665,6433.05293962,6173.72232207,5949.29442792,5836.9847195,5791.38995756,5763.53171809,5771.61100954,5801.55884186,5826.06583904,5913.55132631,6023.85547771,6163.69107323,6372.28393396,6561.52875045,6616.07154793,6535.72252459,6418.35426682,369948.99774,368018.402903,364458.053759,364533.723661,365623.598181,372401.446712,380961.428185,378120.556117,362877.678709,349686.305819,343084.990735,340405.03195,338767.586541,339242.469338,341002.736372,342443.203206,347585.405735,354068.838634,362288.064193,374548.689007,385672.078777,388877.983206,384155.246167,377256.600794,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
715,OCGT,-0.0109316424074,2.03335332432,5.43874824389,41.1898361697,108.231644196,35.1544142079,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,241101.272913,709422.951945,51098.7589338,0.0,0.0,7505694.83158,0.0719804141765,33.9855473032,127696.13135,0.000949844655025,-0.000999976081431,0.0,0.0,8.40636050289,0.0,0.0,5473.67073,5444.56204111,5391.69243549,5392.94468252,5409.53695244,5511.29043,5639.38282473,5594.52480922,5324.70064347,5044.95770938,4901.96269124,4841.35404496,4811.98139888,4815.45330201,4858.12739915,4914.88776058,5051.49350153,5211.04867936,5438.6493539,5692.1816313,5835.31410958,5811.80336192,5699.73520721,5584.87565012,321730.201796,320019.257749,316911.69982,316985.304117,317960.560871,323941.404164,331470.390476,328833.736009,312974.071155,296531.40314,288126.47374,284564.032198,282837.573334,283041.644085,285549.932683,288886.180594,296915.562479,306293.861265,319671.723135,334573.786995,342986.795997,341604.886495,335017.769402,328266.579879,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
716,OCGT,-0.0109316424074,2.03335332432,5.43874824389,38.668144308,70.6966937784,43.8749218648,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,246602.186267,761604.485446,45850.296433,0.0,0.0,8057775.45602,0.073923631169,32.379298045,137088.80738,0.000950936647946,-0.000999995930719,0.0,0.0,17.8141385438,0.0,0.0,5830.35895977,5800.04242414,5743.94925925,5745.14321973,5762.31839803,5869.12927465,6004.02445695,5959.45428967,5721.96097288,5517.71793221,5415.59432227,5374.07120955,5348.88806551,5356.16077633,5383.32153321,5405.19024583,5482.97584004,5582.84712436,5705.28773233,5890.59469725,6069.67138268,6123.35870493,6051.9085895,5944.83796917,342695.543302,340913.604708,337616.573127,337686.751471,338696.270284,344974.376254,352903.215303,350283.479915,336324.150517,324319.19846,318316.599609,315875.963317,314395.754073,314823.227853,316419.676786,317705.071116,322277.135487,328147.347643,335344.134489,346236.066094,356761.795715,359917.417212,355717.738205,349424.365077,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
717,OCGT,-0.0109316424074,2.03335332432,5.43874824389,37.0078487008,68.2270902571,33.0221153105,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,240058.39671,788416.208118,52073.548945,0.0,0.0,8341443.48188,0.074809311268,30.4481813335,141914.917461,0.000993050164659,-0.000999957731345,0.0,0.0,6.65906630753,0.0,0.0,6093.47680716,6060.96529114,6002.06493525,6003.41667335,6021.95363835,6135.85671133,6278.76157867,6227.42359941,5919.82772018,5587.44870277,5413.82448472,5340.22108765,5304.3025663,5308.7191404,5360.66121,5436.95295053,5603.66798916,5803.4104595,6090.85967634,6370.29694374,6513.12189021,6473.76394581,6346.24955857,6217.66990062,358161.025665,356250.071001,352788.038972,352867.491134,353957.052743,360652.022255,369051.652791,366034.120454,347954.318219,328417.818196,318212.572491,313886.328374,311775.117508,312034.713919,315087.753344,319572.012314,329371.151807,341111.570342,358007.196532,374431.898138,382826.831103,380513.458592,373018.446276,365460.819714,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
718,OCGT,-0.0109316424074,2.03335332432,5.43874824389,37.8574905274,38.45703941,41.9166993385,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,245183.908233,-5133409.36851,47216.4635178,0.0,0.0,-54311471.1188,-0.138141661436,0.0,-924013.686331,0.000911711529604,-0.00099996085013,0.0,0.0,15.3653077292,0.0,0.0,1139.5663144,1108.6493315,1051.32931086,1052.62465775,1070.3700224,1180.02629377,1318.39089528,19.873703928,-24406.9773391,-63617.9462855,-83875.5740812,-94579.3384786,-100661.606363,-101877.52171,-99724.3015339,-97927.2188394,-86993.2073003,-77199.8184218,-57042.4446321,-33333.6093936,-11823.6667938,-1045.83171156,971.486186136,1183.05983654,66981.1755911,65163.9440402,61794.8006052,61870.9382164,62913.9713168,69359.3232674,77492.0870667,1168.1321531,-1434587.89026,-3739321.50945,-4930019.85433,-5559163.33946,-5916665.52954,-5988134.33164,-5861572.83461,-5755944.30734,-5113267.40687,-4537633.77168,-3352828.13449,-1959275.48547,-694968.859324,-61471.663935,57101.7991629,69537.6281702,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
719,OCGT,-0.0109316424074,2.03335332432,5.43874824389,39.8075830843,48.4005553228,43.9575980416,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,246664.442823,739869.31282,45790.1997978,0.0,0.0,7827817.32963,0.0731425494379,33.3389206106,133176.476308,0.000739108023119,-0.000999589078251,0.0,0.0,17.9218607204,0.0,0.0,5663.55347365,5634.14076739,5579.65776376,5580.8180689,5597.50166251,5701.25522364,5832.28921441,5789.04420711,5558.99113225,5361.43965085,5262.68400173,5222.52450808,5198.18366056,5205.21380382,5231.47345836,5252.52631546,5327.33467848,5424.02159564,5542.07615663,5720.08932271,5892.27318212,5946.62779119,5878.17423916,5774.58242915,332891.087507,331162.273995,327959.884114,328028.084272,329008.708829,335107.11259,342808.99938,340267.153951,326745.14544,315133.508367,309328.870768,306968.384975,305537.684048,305950.900247,307494.384386,308731.824542,313128.893879,318811.936011,325750.920762,336214.139079,346334.723705,349529.566838,345506.019168,339417.12278,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
720,OCGT,-0.0109316424074,2.03335332432,5.43874824389,38.3549689217,116.563069669,45.6575824727,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,247985.387632,769373.646139,44513.9129246,0.0,0.0,8139973.17616,0.0742197415531,32.2321136,138487.256305,0.000690585815292,-0.000999916111017,0.0,0.0,20.2095828139,0.0,0.0,5873.79034738,5845.41415325,5789.73731873,5791.10035336,5808.35811454,5915.49449545,6050.87403161,6008.58360252,5784.47472571,5599.44033749,5507.64598137,5470.00621194,5446.91593612,5454.0972941,5479.22018358,5497.48559419,5558.19360776,5647.12383407,5756.94439271,5913.26753982,6079.55729202,6143.0953315,6082.13708262,5984.29854326,345248.343751,343580.454119,340307.893512,340388.009659,341402.38251,347699.620899,355656.929191,353171.191748,339998.569989,329122.659837,323727.191572,321514.809569,320157.614467,320579.718731,322056.386346,323129.986592,326698.268723,331925.389802,338380.398194,347568.725396,357342.867498,361077.492263,357494.501856,351743.769932,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
721,OCGT,-0.0109316424074,2.03335332432,5.43874824389,39.5464745649,70.0310715871,47.7903409509,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,249841.787361,748302.075059,42699.087946,0.0,0.0,7917035.95413,0.0734841236569,33.3878250093,134694.373511,0.000938572530337,-0.000999962525754,0.0,0.0,23.4626251246,0.0,0.0,5688.24065262,5664.47443983,5612.72272576,5614.46082218,5631.63566338,5735.8050578,5866.97366978,5829.47586299,5634.60175947,5478.21494731,5401.55577145,5369.80836497,5349.53785755,5355.36964602,5378.51689418,5392.39034073,5435.48548016,5508.22675495,5596.51349173,5717.13759272,5855.5949493,5919.36104451,5871.68514871,5786.58457252,334342.145026,332945.219852,329903.369103,330005.530548,331015.029548,337137.875064,344847.674591,342643.636836,331189.370084,321997.300792,317491.444789,315625.402786,314433.947405,314776.726972,316137.27078,316952.721139,319485.757667,323761.328152,328950.626347,336040.64295,344178.858686,347926.88806,345124.604852,340122.582096,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
722,OCGT,-0.0109316424074,2.03335332432,5.43874824389,38.7888890178,63.8247999794,35.956593159,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,241541.053375,753803.889912,50680.6415958,0.0,0.0,7975245.15527,0.0735821239718,32.0429566108,135684.700184,0.000965029045425,-0.000999976899806,0.0,0.0,9.15582858244,0.0,0.0,5813.32906498,5782.46278168,5726.3261619,5727.65645931,5745.27575372,5853.32755009,5989.34858634,5941.78108031,5658.08187576,5368.44996203,5221.40778116,5159.44899164,5128.85380328,5132.80359623,5176.00081977,5232.24101214,5371.03129741,5533.74472791,5762.70746924,6028.61819588,6184.20562595,6165.86818104,6050.6627967,5931.06660968,341694.56393,339880.31239,336580.726627,336658.918553,337694.541524,344045.586,352040.600242,349244.687943,332569.479142,315545.558879,306902.746248,303260.946286,301462.629104,301694.789156,304233.825962,307539.499492,315697.284037,325261.217896,338719.139025,354348.780624,363493.864014,362416.029752,355644.513273,348614.915169,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
723,OCGT,-0.0109316424074,2.03335332432,5.43874824389,38.1372537041,60.3047575818,39.3524987833,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,243493.20254,768780.404391,48832.7540804,0.0,0.0,8133696.67845,0.0741443360871,31.6726598583,138380.47279,0.000962251588778,-0.000999988518068,0.0,0.0,12.4681349172,0.0,0.0,5913.06135882,5881.70160631,5824.60861903,5825.81765784,5843.61565408,5952.90206304,6090.78146296,6042.93577901,5770.71485096,5511.14586728,5381.28067923,5327.9395192,5297.18875144,5304.13580225,5339.81042208,5379.43529377,5499.02082361,5623.98204103,5819.89085628,6059.55770664,6242.74116153,6261.47773682,6154.26770899,6032.4593681,347556.606535,345713.349971,342357.551052,342428.615666,343474.742334,349898.354594,358002.599323,355190.336344,339189.795129,323932.907088,316299.719924,313164.445073,311356.983279,311765.315488,313862.190365,316191.252267,323220.223965,330565.166634,342080.251441,356167.336312,366934.452717,368035.746975,361734.179784,354574.556192,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
724,OCGT,-0.0109316424074,2.03335332432,5.43874824389,40.7446220328,29.8941512579,30.204983911,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,238835.038093,714834.670325,53206.0670933,0.0,0.0,7562950.81204,0.0721478024119,33.4112275198,128670.240658,0.000630215330297,-0.000999960637685,0.0,0.0,4.62904716105,0.0,0.0,5535.43533647,5505.79260804,5452.13804897,5453.31691242,5470.1244828,5573.85044458,5703.64976326,5655.46178653,5369.59586787,5044.46896634,4870.31441816,4794.41663172,4758.33869351,4765.07013139,4818.9411795,4899.41909639,5070.71029615,5292.58266769,5576.22883033,5829.02768076,5932.67594596,5884.08820318,5765.97073552,5648.62193095,325360.58811,323618.254406,320464.558656,320533.84963,321521.761267,327618.542798,335247.858307,332415.476119,315612.912678,296502.67591,286266.258578,281805.155353,279684.574319,280080.233278,283246.653773,287976.966888,298045.082962,311086.247912,327758.339027,342617.29368,348709.508379,345853.628831,338910.946566,332013.444608,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
725,OCGT,-0.0109316424074,2.03335332432,5.43874824389,40.2189215796,70.90137344,42.5922561504,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,245659.97551,731246.95406,46758.7711916,0.0,0.0,7736592.77395,0.0728203071452,33.5946665003,131624.451731,0.000984144230102,-0.000999947420603,0.0,0.0,16.1857132889,0.0,0.0,5603.94570558,5574.57030469,5520.61150788,5521.75676641,5538.26965442,5643.35393139,5775.18718327,5730.89051063,5492.64510588,5281.46336527,5175.93535996,5132.75104345,5106.97716624,5114.56009684,5143.81999742,5172.2276628,5257.17826095,5355.28540569,5491.63656418,5688.67538429,5859.68133502,5903.18753655,5824.21806658,5715.62381533,329387.475361,327660.854576,324489.276408,324556.592159,325527.183021,331703.803301,339452.668883,336849.008902,322845.473446,310432.680025,304229.97838,301691.700221,300176.768994,300622.476803,302342.308737,304012.04818,309005.25556,314771.775512,322786.193606,334367.697588,344419.047358,346976.245204,342334.595247,335951.666479,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
726,OCGT,-0.0109316424074,2.03335332432,5.43874824389,37.9017442949,51.6189291858,32.8780895324,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,239980.836232,769733.557045,52148.3901129,0.0,0.0,8143781.03353,0.0741363483252,31.1771305844,138552.040268,0.000642097301743,-0.000999772498574,0.0,0.0,6.52491481154,0.0,0.0,5949.61622007,5917.87121261,5860.35999901,5861.67985801,5879.77963636,5990.99635903,6130.53088119,6080.39706521,5779.67236748,5453.86870497,5283.44128464,5211.08532821,5175.85660319,5180.29938678,5231.25969909,5306.66294999,5470.23574579,5667.15203949,5949.53091139,6222.53462152,6360.72605786,6321.14583595,6196.45423348,6070.88326672,349705.220046,347839.319052,344458.937719,344536.516098,345600.380848,352137.452659,360338.981794,357392.227499,339716.298044,320566.28277,310548.93773,306296.015403,304225.349232,304486.486179,307481.820091,311913.855616,321528.301058,333102.60321,349700.205792,365746.757198,373869.342734,371542.905246,364213.809946,356833.027566,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
727,OCGT,-0.0109316424074,2.03335332432,5.43874824389,39.1162180515,36.0547597881,46.3005061145,750.0,17.67,3.54,0.0,32.635,30.0,294127.655274,55788.5451592,248525.404756,755006.169307,43987.4122803,0.0,0.0,7987965.27126,0.0737094316874,32.9170031795,135901.110475,0.000888993715137,-0.000999816279467,0.0,0.0,21.1533260909,0.0,0.0,5758.7251756,5731.79825244,5677.66933305,5678.98763206,5695.96439243,5801.34787987,5934.1757175,5893.37473822,5679.48070609,5504.75271167,5418.40192769,5382.7087283,5360.84520822,5367.54587912,5392.02516643,5408.39537314,5462.20672494,5546.22698398,5645.46505509,5787.25807982,5943.54896978,6009.96085459,5955.42272046,5864.8222647,338485.068655,336902.363949,333720.786354,333798.27304,334796.129289,340990.336494,348797.661618,346399.470724,333827.254836,323557.131608,318481.624416,316383.657474,315098.56835,315492.418895,316931.257005,317893.461377,321056.373055,325994.897169,331827.89046,340162.169358,349348.600557,353252.143564,350046.513236,344721.219781,10947.6323667,10800.2275333,10648.6265667,10626.08885,10697.2701,11111.2796333,11683.5244333,12053.1964833,12471.8314833,12853.0003167,13134.73005,13290.35265,13385.4349667,13475.70755,13516.2443167,13481.8024,13352.75645,13097.6064333,12831.7719667,12653.7271999,12522.3291741,12269.8707333,11832.0953667,11390.54825
